Comment,polarity,severity,reasons,quoted_spans,brief
im from tennessee and frankly im quite disappointed yall put memphis ribs over nashville hot chicken its literally our staple food at this point considering how big hot chicken has gotten,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
when a british person say its the real deal it puts a little fear in our little indian heart  if you dont get this you need a history lesson,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i love how brutal the commentary is in this one its about time somebody puts dominos in its place i never really understood why people like them so much but to each their own i guess its just too bad they have no appreciation on what qualifies as food worth paying for btw nikhil is so funny i hope you have him on more often,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i have wanted to visit india forever to experience authentic indian food it’s my favorite cuisine but based on these videos i’m almost tempted to go just to try the indianized version of our crappy american fast food that i never eat in the states the curiosity is kind of killing me now ,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
dominos india have deteriorated a lot over the years their cheese burst doesnt burst anymore stuffed garlic bread doesnt have cheese in it and most importantly they dont use cheese anymore its all vegoil based cheese substitute even their customer care and store staffs are not as good as before i used to love dominos before but now its a nightmare,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i’m so jealous of all those cool vegetarian options,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
nikhil is pretty funny “chicken maximus which sounds like a roman emperor who is also a coward”…because he’s “chicken”,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
as a mexican its hard to imagine burning the rice on purpose ,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
me as a canadian colorado fries man im so jealous sonny people in canada are jealous me ,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
when street food is more expensive than in a restaurant you know youre in america,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
do you ever eat with your hands never indians pakistaniessri lankans or any desi pal pathetic,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i had a professor from india and every time the department would order catering he would complain about the vegetarian option with good reason it looked nowhere near as good as the vegetarian option in india,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
ive hated calzone until the day i made it by myself at home every time i tried calzone in a fast food restaurant the filling was like boiled inside and just blah i dont like it this way stopped ordering started cooking it,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
id never make my own mozzarella too much responsibility desi is a level 3 human being,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
desi is hilarious we need more of him with a deep fryer that oil gets on you you gotta go to the hospital its dangerous facts,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the pizza planet pizza being awful is just disney sticking to the bit since in universe its basically chuck e cheese,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
lol omfg all this time i also thought lotteria was korean my bad,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
so apparently the japanese 7elevens are like mini togo restaurants while the ones in the us serve packaged processed food or reheated frozen processed garbage its almost an insult to call them the same store how do we let them get away with this crap here,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
theres no comparison between us 7 elevens and the 711 in asia dramatic difference on quality of food and service for ppl who live in the us and want to experience the asia 711s go to hawaii 711s are run by different companies in asia which explains the significant difference as an american i barely go to 711 except if i need a drink food is mostly unedible unless ur drunk high or dont care,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
me as a european am always so surprised about the drink sizes in the us how can the smallest soda be 651ml that would in the netherlands be enough for the entire family i mean in japan they have 1l and 15 liter packages but they are clearly to pour in glasses and share they arent portion sized,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
mooshelle was really sucking it in for that fancy pants dance with chase,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
at this point we need an episode of what link eats in a week… because i’m convinced he doesn’t eat anything with flavor or seasonings… like a toddler…,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
whack that like button and i won’t fire manny today,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
oh damn i never realized hell’s kitchen is his actual restaurant no wonder he gets so pissed when people absolutely destroy expensive food that’s his baby,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
can we respect that nick constantly shows himself eating crab and lobster despite being allergic to shellfish what a goat,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
attention food wishers scam alert i have no other account names on youtube and do not offer any prizes or special deals unless the message is from this account its not me do not fall for scams by people using a similar name thank you,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i mean the fact that im hungry and still decided to watch these and make myself even more hungry,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
yes i should be asleep right now yes i am starving,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
im just upset because they dont tell me where the hell these places are,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
yes im starving yes im sleepy yes its my choice if i wanna sleep but im fasting dude,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the gov’t must order her to stop the sale of this immediately especially if it’s that perishable and not shipped properly,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the fact that she doesnt even know what fda stands for along with how its all packaged the list could go on shows that this is obviously not safe,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
im honestly quite confused why she hasnt been taken to court yet she has a nutrition facts that make no sense,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
in ww2 when the americans liberated the concentration camp saintcyprien located in france the american troops wanted to feed the newly freed camp prisoners because they have been starving without knowing what would happen if they would feed them heavy food literally seconds after liberating them the soldiers thinking it was the right thing started giving the prisoners apples sandwiches and even chocolates leading to a lot of prisoners dying after that incident the science team gave out an order to not feed the prisoners in the camps and to let the medical staff feed them first it was mostly a slow input of light soup,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
there’s a story on youtube about a crew of japanese sailors who shipwrecked on an island and went a few weeks without food they were eventually rescued by an american ship and the captain was extremely strict with what the starving crew ate making sure they only ate small amounts of soup ship captains in the 1800’s clearly knew how to deal with starvation and it goes to show how easily knowledge can be lost,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
one could say gordans food is to die for,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
my grandmother told me this story were from the philippines and during the end of wwii during and at the exit of the japanese occupation the us military started to air drop supplies to the civilians including food one of my grandmothers neighbors a young boy picked up a can of corned beef and ate it straight from opening the box of supplies he dropped dead moments after at the time my grandmother thought he died from choking to death but later realized it must have been refeeding syndrome,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
1315 just a quick correction there jimmy did do it for the content but he stated in the comments it was also because he has crohns disease which means he has a nasty amount of gut inflammation he wanted to know if fasting would help with the inflammation,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i was in a pretty bad accident when i was younger spent about 3 weeks in icu hooked up to a nutrients iv and could only drink water with a straw while stuck in bed i still remember the first time i tried to eat solid food after that it was a little microwave kraft dinner cup i took one bite and immediately was hit with a wave of nausea to the point and nearly vomited right there in my hospital bed i havent really been able to eat plain kd since then,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
so did he hate it its strange that we didnt see him comment on it like he usually does,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
how come guy didnt comment on the food,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
my mexican mom serves me a plate of spicy food me takes a bite this is spicy my mom wdym it’s not spicy also my mom does not react to the food,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
when my youngest sister was about a month or so away from having her first child i told her that the hospital takes the placenta and will make something like spaghetti or lasagna and thats the first meal after her baby was born she kinda freaked out when they brought her a bowl of spaghetti im such a mean brother ,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i only watch asmr when im hungry so im just torturing myself like that,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i was so insecure about myself because i thought i was getting “fat” for eating 2 sausages and one burger at a barbecue and i remember this guy exists,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
you are inspiring thousands to do the exact opposite youre videos are saving lives unfortunately you may lose yours as a result,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
it’s literally scary seeing how candy can barely stand on her own and she’s still doing mukbangs she has such a sweet personality it hurts to see people destroy themselves like this,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
if you ever feel bad about eating a bag a takis in one day then remember that this guys will eating five in one sitting with noodles,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
im sorry but songbyrds husband really creeps me out lol and foodie beauty really sitting there passing gas and not caring how disgusting can you be no manners or self respect anyways i love your videos  god bless ,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
im sure foodie beauty is a lovely person foodie beauty is racist and xenophobic,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i dont understand how people can just fart while having a meal and just move on,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
no foodie beauty is a horrible human,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
foodie beauty is actually a terrible person … and context behind that video is her “cheat meal” was at 5am while her boyfriend at the time got woken up by her and had to get ready she had eaten a salad and cottage cheese the night before i believe and while yes she ate it it wasn’t fulfilling so she at this prebreakfast she genuinely is vile iykyk,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
we filipinos eat with our hands on some occasions and if we know how because not everyone does but there are limitations in what we can eat with our hands the idea of mushing mac and cheese between my fingers already make me squirm and it feels so wrong its like using chopsticks on spaghetti,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
dont click this if youre a kid,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
theres something so disturbing about crystal and chuck other than neglecting evan,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
smh she has so much food aggression she could stand to share a raggedy fry there is no way id get an attitude with my husband over a fry,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i remember when i tried to swallow a cheese stick whole damn near choked on the cheese i thought it was the end  that being said ill never understand why crystal eatsraces like that with all the chewing difficulties she has ,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
now i’m positive that ketchup packet has been all over the floor and she’s just lickin all over it ,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
you can tell crystal doesn’t have a life cause of how happy or mad she gets over the food races lmao,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
funny enough mukbangers claim viewers “love to hear smacking” yet any comments i read contain complete disdain for the sound never “loved all the loud openmouthed heavy breathing is this vid” ,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
why i disappeared,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
when he took his hiatus i genuinely thought that nick was gonna finally take care of his health its a shame to see that nothings changed,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
you cant help someone who refuses to help themselves,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
you can just tell how hard hes trying to stay in character and relevant at this point its even more sad than before,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
alexander siblings are the definition of siblings goals and im jealous of it,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
yes sir that is a killer sinigang,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
watching this is making my nose run like im eating it ,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
my binge eating issues have been horrible lately i totally relate candy ,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
candy if you are experiencing vaginal bleeding after menopause it is not normal it could be a sign of among other things endometrialuterine or cervical cancer get to the doctor now it could also be a sign of less serious things like fibroids polyps hormonal imbalances,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
hearing what you said made me sad never think your worthless believe in yourself never let the opinions of others stop you or bring you down i suffer mental health issues and i feel this way about myself alot i hate seeing other people feeling the same because i know how bad it feels i pray you find strength in yourself x,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
please turn on english subtitles 원없이 소시지 먹은 날 its my first time eating so many sausages instagram facebook tiktok  bilibili,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
that cut from pams horrified expression at michaels doll scenario to the crossing the line video is so fantastically timedit kills me every time,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the sad part is when askellad asked thors to be their leader he was actually serious but as he realized it was impossible he had to laugh it off to save face in front of his men,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
thorfinn screaming his lungs out saying he’s going to kill them gives me the biggest chills because you can hear all the pain in his voice but at the same time you can hear how serious he is  i can’t want to see how he will accomplish this ,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i only lost cause tyrone was looking like his whole face was gonna explode holding that in,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i have a 22 year old son he has had two falling outs in his life both times they cussed each other took a little time apart and eventually made up and became bros again i have a 17 year old daughter ive lost count of her falling outs and those girls are dead to her half the women my wife considers friends she comes home from hanging out with them and just rags them to obliteration to me,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
we brought you into this world nope my mother did and i respect her for this but i refuse to respect someone based on their gender or race or anything else other than your behaviour and character,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
speaking only from my experience as a 40 year old man most of the guys i knew in highschool are all still friends pretty much all the girls hate each other two women will stare daggers at each other because the other one wore the same color as her two guys can get into a fist fight and if the right song comes on the jukebox they become best friends and spend the rest of the night drinking and talking about music,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
okay this gonna be a long one sorry about that im french and theres an interesting fact about france its that we are brutally honest most other people dont like that so we are called arrogant rude obnoxious but we are not we are just honest and people dont like honesty when we are considered high in the list of nations where spouses cheat on each other its not because we cheat more than you its just because we honestly answered the questions youre probably wondering where im going with that well i was reading all the coments about women being mean to each other not staying friends with each other yadayadayada and i cant relate at all because it doesnt work like that here i still know a lot of female who were already friend in high school and im 40 whenever i see my mother or my girlfriend or my girl friends they are just friendly i dunno its probably only on screen but the number of time i saw in tv shows or movies a group of girls being friendly then as soon as one leave they all turn to bitch on this one thats something i never saw in france they bitch on her while she is here and she doesnt take it badly because she does the same so i was wondering why is that why are they still friends if its different for others then i realized because we are honest my female friends wont hesitate to look at each others and say wow girl you look like shit today didnt you put on weight recently maybe you should work out and for me thats a healthy relationship why does american males manage to stay friends because they trash talk each other because they are honest because they say things as they are yeah sometimes we have fallouts but we mend things why cant female american stay friends because they are sneaky they lie ooooh you look gorgeous girl you are so strong i envy you while not thinking any of that sooner or later in any relationship based on lie the truth will come out and its not going to be pretty,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
this movie was tricky with the amount of swearing in it youtube kept restricting it as 18 and blocked in some countriesterritories so i had to mute all the f words so that everyone can have access to the video,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
as insane as walter is he was correct about the kidnappers being amateurs and the toe belonging to someone else,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the fact that walter practically causes half the film’s problems yet it turns out in the end not to mention for all for the wrong reasons he was right about everything,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
michelle its a privilege to fly with maverick ellie tell that to his dad legit spat tea choked at that one re mavs f18 being unable to fly again after his demo pulling gs damages the structure of aircraft too many gs will break the airframe immediately but even pulling less than that limit will still do damage microscopic cracks that build up over time invisibly weaking the airframe until it breaks sometimes during normal nonextreme flying to combat this all aircraft have a rated glife that is the maximum cumulative number of gs they can pull in their lives before theyre retired as a precautionary measure mavs extreme maneuvers during the demo may not have broken his f18 immediately but they may have used up so much of its glife that its effectively scrap anyway,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
ive been waiting for this one since you did the first im so conflicted i spent most of my life using top gun as an example that not all great movies need a sequel then the bastards made one and then they added insult to injury by making it so fucking good lol,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the way bischoff sold and got hit with edgrs spear honestly looks like he died especially when it looked like he hit his head on the bottom turnbuckle,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
ned stark would have never ever sent one of his daughters to do foolishness like that and it makes me miss him yet again,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
my theory here that plant creature could possibly be that fungus but in a more mutated form as seen previously in the missing persons and autopsy report videos whenever someone dies in the backrooms they get covered in this black coloured fungus this fungus is said to be growing and feeding itself onto the person it has attached itself onto mutating itself onto the dead body given that how it takes a long time for certain funguses to mutate 100 1000 or even millions of years at best and also given that how time passes strangely in the backrooms as seen by the researcher who was in the informational video with the date 291990 looked as if he teleported when that strange bizarre flash appeared and his other group researchers vanished however it wasnt teleportation but instead time travel that researcher was all of a sudden sent to the future a couple of months ahead as it was shown in the presentation video with the date 581990 when the alarm rang out and cctv footage showing us the same researcher guy who by some miracle made it back to the entry gate point artificially created by async so by this logic the whenever someone dies in the backrooms the fungus on the dead body has already reached the mutation stage in a short amount of time the creature in this found footage has to be the driver who died in the car crash as seen in kanes secret video of 9780415263573 this car travelling at a really high speed on a highway suddenly no clipped through the road and due to the high speed the driver wasnt able to push the brakes in time to stop the car thus it crashed into the wall as seen in the footage the driver who was still alive at the time but badly injured seemed to have crawled his way to the room where this teenage girl encountered the creature and possibly bled to death there the fungus grew on him and later the entire room in its mutated form also it sounded like the creature was yelling out help in a distorted sound possible the last words of the driver before his death in that room which was seen in the original found footage video and later the pitfalls video that this creature seems to mimic the sounds of its last victims and in this case even its originator which is the driver its all just a theory which i just came up with dont take it canon lol,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
imagine all the friends and family who went missing without a trace ended up in the backrooms,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
fun fact the reason why the f35 fighter that maverick mentions when hes briefed on the target is not the ideal candidate for the mission is because of the gps jamming in actuality behind the scenes the f35 didnt have room in the cockpit for the cameras that they outfitted in the f18s they needed to have the actors ride backseat with real pilots in order to film the flight sequences and the f35 couldnt accommodate that,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
poor viserys hes a good dude but he suffers the human flaw that almost everyone suffers hes adverse to hearing harsh truths about himself even from his own brother,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
when viserys was talking about the winter coming danys theme was also playing it was so sad ,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
targaryans have prophetic dreams called dragon dreams however as maester aemon said i see them in my dreams sam i see a red star bleeding in the sky i still remember red i see their shadows on the snow hear the crack of leathern wings feel their hot breath my brothers dreamed of dragons too and their dreams killed them every one the grief and glory of house targaryen,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
daemon is being made a lot more nuanced than he was in fire and blood the “heir for a day” brothel scene really makes me question him we saw that he’s not enjoying himself at all despite frequenting brothels before and renting this one out specifically to celebrate the gold cloaks’ accomplishments with the boys mysaria seems to be an enabling force goading him into his darker tendencies when he says “we must all grieve in our own ways” i think he actually was somewhat saddened by baelon’s and aemma’s death daemon does want power but he does love his brother “over the centuries house targaryen has produced both great men and monsters prince daemon was both in his day there was not a man so admired so beloved and so reviled in all westeros he was made of light and darkness in equal parts to some he was a hero to others the blackest of villains” archmaester gyldayn,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
that childbirth scene was gruesome the screams affected me just as much as shireen’s burning at the stake,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
targaryans have a history of putting a lot of stock in their dreams the only reasons the house survived the doom of valyria is because one of them had a dream it would happen and they packed up and went to dragonstone even in game of thrones dany had a dream about stepping into the fire that hatched her eggs thats why she did it this is the problem with watching this show and criticizing certain characters without having any book context at all,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
my underestanding is that the wife wasnt going to survive either way so it was a matter of letting the gods take them both or actively killing his wife to save the baby an absolutely terribly choice especially given how she would have to go through it weve seen some horrible stuff but her death scene was up there with one of ramsays scenes i also think given recent political events in the us it was very timely without being an overt political statement like we might see from marvel not to mention it was the pivotal moment that sets the stage for everything to come also i hear this series will be far more morally grey than game of thrones ever was daemon gives me ramsay or joffrey vibes but hell be much more complex and less villainous while he seems to operate on selfmotivation his violence isnt wanton or random like joffrey or ramsay so i picture him being closer to a cerseijaime style character but if anything he absolutely gives peak targaryen vibes and matt smith gives a stellar performance im really excited to see corlys valaryon and rhaenys targaryen a shame we havent seen much of rhaenys but i picture her having some of cerseis chip on her shoulder for being snubbed the crown i hate to touch on this but i know corlyss racial change was of concern and i originally had slight concern myself not because some omg woke bs but because of the velaryons and the targaryens are supposed to be basically siblings in relation so i prefer representation coming from a new source rather than an existing one but if you think about it the light complexion of the targaryens is much more of an oddity given their geographic origins furthermore valyria was awfully close to the summer isles and sothoryos so to me corlys is more what i would envision the original valyrians would look like so it doesnt bother me in the slightest especially after seeing him on screen he seems like a great character already and i think and hope hes up there with davos otto hightower gives strong tywin and littlefinger vibes prioritizing family image and political opportunity above all he does seem like a type of manofhonor but more in the sense of being a strict rulefollower stuck in the old ways and then obviously viserys is the ned stark of the series i love seeing that name reclaimed and while the timing was bad and perhaps more of necessity im glad he apologized to rhaenerys and shows a lot of faith in her i especially like that when brought up with the council the first response was theres never been a queen but one of the others was quick to chime in with only out of precedent and tradition its nice to see them consider it rather than the whole group quickly dismissing it has hah but shes a woman maybe rhaenys serves as a reminder of what they could have had also while the age difference between him and alicent is a little insane and i dont like otto pimping out his daughter like that i do think they would legitimately treat each other well probably erring on the side of viserys being distant with her because he misses his wife and is traumatized by her passing and the part he played in it most of all the show felt like we jumped straight into s3 or s4 of game of thrones,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
137 im turkish but the man speaks so fast that i couldnt understand my native language ,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
zaten biriki istisna dışında futbolumuz komikten öteye geçemedi ,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
watching doflamingo’s speech after reverie is even crazier ,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
its worth noting that laws plan was to destroy the smile factory to get kaido mad at doflamingo so doflamingo and kaido would end up fighting each other taking down doflamingo themselves wasnt part of the plan,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
sad to see that in the name of entertainment we are spending so much on theater tickets that these actors are demanding 25 crores for a movie even highly educated proffesionals cas engineers doctors civil servants etc do not earn this kind of money in india after 10 year of service a simple logic if theses actors including the kumars khans devgans kapoors roshans etc start charging 10 to 50 lac per movie the theater ticket price will drop automatically and eventually we can start enjoying movie in the theaters with our families at a much lesser price these superstars have built their mansions worth 100 crores and secured the lifes of their children and grandchildren they are living kingsize life with our hard earned money i believe we better stick to ott or any other form of free entertainment which is easily available on youtube or any other app,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
