orig_index,Comment,clean_text,dup_near_group,near_duplicate_of
10484,,nan,17,602
10485,time to start a new book needed some background music  thank you,time to start a new book needed some background music thank you,190,8667
10486,thanks for this im studying right now and its perfect,thanks for this im studying right now and its perfect,191,8668
10487,thank u this helped me focus studying for biology 3,thank u this helped me focus studying for biology 3,192,8669
10488,thank you really helped me in science,thank you really helped me in science,193,8670
10489,a whole day of just msuic awesome,a whole day of just msuic awesome,194,8671
10490,nice,nice,84,2445
10491,,nan,17,602
10492,,nan,17,602
10500,types of comments under every lofi video 1 people wishing strangers a nice day 2 100 reasons to stay alive 3 people sharing what small successes they achieved today 4 people describing cute and relaxing activities to listen lofi to 5 people being positively surprised how supportive the lofi community i,types of comments under every lofi video 1 people wishing strangers a nice day 2 100 reasons to stay alive 3 people sharing what small successes they achieved today 4 people describing cute and relaxing activities to listen lofi to 5 people being positively surprised how supportive the lofi community i,235,10500
10504,really relaxing ,really relaxing,236,10504
10508,types of comments under every lofi video 1 people wishing strangers a nice day 2 100 reasons to stay alive 3 people sharing what small successes they achieved today 4 people describing cute and relaxing activities to listen lofi to 5 people being positively surprised how supportive the lofi community i,types of comments under every lofi video 1 people wishing strangers a nice day 2 100 reasons to stay alive 3 people sharing what small successes they achieved today 4 people describing cute and relaxing activities to listen lofi to 5 people being positively surprised how supportive the lofi community i,235,10500
10522,last night i was watching the sun set with my cat out of my attic window and thought wow im basicly in a lofi girl art right now perfect time for a new mix ,last night i was watching the sun set with my cat out of my attic window and thought wow im basicly in a lofi girl art right now perfect time for a new mix,237,10522
10524,love it ,love it,43,1244
10533,really relaxing ,really relaxing,236,10504
10539,to anybody whos reading this i pray that whatever is hurting you or whatever you are constantly stressing about gets better may the dark thoughts the overthinking and the doubt exit your mind may clarity replace confusion may peace and calmness fill your life ,to anybody whos reading this i pray that whatever is hurting you or whatever you are constantly stressing about gets better may the dark thoughts the overthinking and the doubt exit your mind may clarity replace confusion may peace and calmness fill your life,189,8665
10550,i wish you success,i wish you success,211,8966
10553,i love it,i love it,180,7365
10571,i love lofi beats just helps me get through the day and stay productive with my own music thanks for this man,i love lofi beats just helps me get through the day and stay productive with my own music thanks for this man,238,10571
10585,it doesnt matter what language do you speak lofi connects everyone from any side of the world ,it doesnt matter what language do you speak lofi connects everyone from any side of the world,239,10585
10592,to anybody reading this i pray that whatever is hurting you or whatever you are constantly stressing about gets better good luck and love to all,to anybody reading this i pray that whatever is hurting you or whatever you are constantly stressing about gets better good luck and love to all,240,10592
10598,thank you,thank you,75,2194
10600,to anybody reading this i pray that whatever is hurting you or whatever you are constantly stressing about gets better good luck and love to all,to anybody reading this i pray that whatever is hurting you or whatever you are constantly stressing about gets better good luck and love to all,240,10592
10603,to the person reading this good luck dont stress everything will be fine no matter what difficulty you are facing right now you can overcome it you are strong and brave,to the person reading this good luck dont stress everything will be fine no matter what difficulty you are facing right now you can overcome it you are strong and brave,241,10603
10609,i love lofi beats just helps me get through the day and stay productive with my own music thanks for this man,i love lofi beats just helps me get through the day and stay productive with my own music thanks for this man,238,10571
10618,it doesnt matter what language do you speak lofi connects everyone from any side of the world ,it doesnt matter what language do you speak lofi connects everyone from any side of the world,239,10585
10619,i love lofi beats just helps me get through the day and stay productive with my own music thanks for this man,i love lofi beats just helps me get through the day and stay productive with my own music thanks for this man,238,10571
10624,hurting somebodys feelings is easy as throwing a rock in the ocean but do you know how deep that rock goes,hurting somebodys feelings is easy as throwing a rock in the ocean but do you know how deep that rock goes,197,8750
10634,if you need to study and you’re scrolling instead here’s your gentle reminder to get back to work you got this,if you need to study and you’re scrolling instead here’s your gentle reminder to get back to work you got this,242,10634
10636,coming back to this after knowing i passed all my exams it’s giving me goosebumps thank you  to who ever reads this 20212022 is going to be our year to shine,coming back to this after knowing i passed all my exams it’s giving me goosebumps thank you to who ever reads this 20212022 is going to be our year to shine,243,10636
10654,love it ,love it,43,1244
10660,to the person reading this good luck dont stress everything will be fine no matter what difficulty you are facing right now you can overcome it you are strong and brave,to the person reading this good luck dont stress everything will be fine no matter what difficulty you are facing right now you can overcome it you are strong and brave,241,10603
10664,it doesnt matter what language do you speak lofi connects everyone from any side of the world,it doesnt matter what language do you speak lofi connects everyone from any side of the world,239,10585
10674,love it i hope everyone here is doing well and if not better times lie ahead,love it i hope everyone here is doing well and if not better times lie ahead,244,10674
10675,it doesnt matter what language do you speak lofi connects everyone from any side of the world ,it doesnt matter what language do you speak lofi connects everyone from any side of the world,239,10585
10676,i love lofi beats just helps me get through the day and stay productive with my own music thanks for this man,i love lofi beats just helps me get through the day and stay productive with my own music thanks for this man,238,10571
10686,this sound is so calming whoever read this comment i wish you peace of mind health and relaxation,this sound is so calming whoever read this comment i wish you peace of mind health and relaxation,245,10686
10698,the picture makes me feel so safe and comforted and at peace then again that basically sums up the lofi community lol thanks for another great mix love u guys ,the picture makes me feel so safe and comforted and at peace then again that basically sums up the lofi community lol thanks for another great mix love u guys,246,10698
10700,what should the next mix be titled  listen to on spotify,what should the next mix be titled listen to on spotify,247,10700
10725,i am leaving a comment here as a reminder so that whenever someone likes this comment and i get a notification i come here to listen this masterpiece again,i am leaving a comment here as a reminder so that whenever someone likes this comment and i get a notification i come here to listen this masterpiece again,248,10725
10727,coming back to this after knowing i passed all my exams it’s giving me goosebumps thank you  to who ever reads this 2022 is going to be our year to shine,coming back to this after knowing i passed all my exams it’s giving me goosebumps thank you to who ever reads this 2022 is going to be our year to shine,243,10636
10728,last night i was watching the sun set with my cat out of my attic window and thought wow im basicly in a lofi girl art right now perfect time for a new mix ,last night i was watching the sun set with my cat out of my attic window and thought wow im basicly in a lofi girl art right now perfect time for a new mix,237,10522
10732,i am leaving a comment here as a reminder so that whenever someone likes this comment and i get a notification i come here to listen this masterpiece again,i am leaving a comment here as a reminder so that whenever someone likes this comment and i get a notification i come here to listen this masterpiece again,248,10725
10734,if you need to study and you’re scrolling instead here’s your gentle reminder to get back to work you got this,if you need to study and you’re scrolling instead here’s your gentle reminder to get back to work you got this,242,10634
10735,to the person reading this good luck dont stress everything will be fine no matter what difficulty you are facing right now you can overcome it you are strong and brave,to the person reading this good luck dont stress everything will be fine no matter what difficulty you are facing right now you can overcome it you are strong and brave,241,10603
10741,this sound is so calming whoever read this comment i wish you peace of mind health and relaxation,this sound is so calming whoever read this comment i wish you peace of mind health and relaxation,245,10686
10742,to the person reading this good luck dont stress everything will be fine no matter what difficulty you are facing right now you can overcome it you are strong and brave,to the person reading this good luck dont stress everything will be fine no matter what difficulty you are facing right now you can overcome it you are strong and brave,241,10603
10753,if you need to study and you’re scrolling instead here’s your gentle reminder to get back to work you got this,if you need to study and you’re scrolling instead here’s your gentle reminder to get back to work you got this,242,10634
10760,what should the next mix be titled  listen to on spotify,what should the next mix be titled listen to on spotify,247,10700
10761,to the person reading this good luck dont stress everything will be fine no matter what difficulty you are facing right now you can overcome it you are strong and brave,to the person reading this good luck dont stress everything will be fine no matter what difficulty you are facing right now you can overcome it you are strong and brave,241,10603
10762,love it i hope everyone here is doing well and if not better times lie ahead,love it i hope everyone here is doing well and if not better times lie ahead,244,10674
10768,i love lofi beats just helps me get through the day and stay productive with my own music thanks for this man,i love lofi beats just helps me get through the day and stay productive with my own music thanks for this man,238,10571
10779,i love lofi beats just helps me get through the day and stay productive with my own music thanks for this man,i love lofi beats just helps me get through the day and stay productive with my own music thanks for this man,238,10571
10783,it doesnt matter what language do you speak lofi connects everyone from any side of the world,it doesnt matter what language do you speak lofi connects everyone from any side of the world,239,10585
10786,i would like to live in a world where there is only tranquility and peace where there are no problems or bad people where i am relaxed listening to these melodies the sound of nature and being able to enjoy the day without stress,i would like to live in a world where there is only tranquility and peace where there are no problems or bad people where i am relaxed listening to these melodies the sound of nature and being able to enjoy the day without stress,196,8745
10788,the picture makes me feel so safe and comforted and at peace then again that basically sums up the lofi community lol thanks for another great mix love u guys ,the picture makes me feel so safe and comforted and at peace then again that basically sums up the lofi community lol thanks for another great mix love u guys,246,10698
10790,nice,nice,84,2445
10792,i love how in the lofiverse every lofi maker doesnt compete they all chill together and promote eachother peace if only the real world was like this,i love how in the lofiverse every lofi maker doesnt compete they all chill together and promote eachother peace if only the real world was like this,249,10792
10814,,nan,17,602
10822,niceee ,niceee,212,8989
10827,if you need to study and you’re scrolling instead here’s your gentle reminder to get back to work you got this,if you need to study and you’re scrolling instead here’s your gentle reminder to get back to work you got this,242,10634
10847,whoevers reading this i pray that whatever youre going through gets better and whatever youre struggling with or worrying about is going to be fine and that everyone has a fantastic day amen,whoevers reading this i pray that whatever youre going through gets better and whatever youre struggling with or worrying about is going to be fine and that everyone has a fantastic day amen,158,5005
10848,i love how in the lofiverse every lofi maker doesnt compete they all chill together and promote eachother peace if only the real world was like this,i love how in the lofiverse every lofi maker doesnt compete they all chill together and promote eachother peace if only the real world was like this,249,10792
10855,very nice ,very nice,175,6240
10861,this sound is so calming whoever read this comment i wish you peace of mind health and relaxation,this sound is so calming whoever read this comment i wish you peace of mind health and relaxation,245,10686
10876,this song never gets old no matter how much i listen i never get bored,this song never gets old no matter how much i listen i never get bored,182,7509
10886,keep up the good work,keep up the good work,250,10886
10894,i love this song ,i love this song,77,2225
10910,the moment polar bear appeared behind the seal and the subsequent chase with long moment of suspension when we know nothing about the outcome is some of the finest nature moment captured on film,the moment polar bear appeared behind the seal and the subsequent chase with long moment of suspension when we know nothing about the outcome is some of the finest nature moment captured on film,251,10910
10912,the moment polar bear appeared behind the seal and the subsequent chase with long moment of suspension when we know nothing about the outcome is some of the finest nature moment captured on film,the moment polar bear appeared behind the seal and the subsequent chase with long moment of suspension when we know nothing about the outcome is some of the finest nature moment captured on film,251,10910
10959,beautiful,beautiful,252,10959
11007,this is absolutely stunning i love the voice over there is always something special about watching nature and animals,this is absolutely stunning i love the voice over there is always something special about watching nature and animals,253,11007
11018,2323 hermosa elección babes18kissxuno los mortales abian apreciado tan hermosa mujer 1010 hopi sweeter 1112 sun hotter 0018 joonie cooler 1800 yoongy butter 2323 son unos de los mejores conciertos mañas no se la las elecciones cinematográficas y artísticas son brillantes referencias culturales europeas realmente interesantes ojalá la cultura europea se representara más a menudo tan bellamente no puedo dejar de decir oh esto es hermoso a lo largo del video luz en serio el que se encargue de la iluminación genia,2323 hermosa elección babes18kissxuno los mortales abian apreciado tan hermosa mujer 1010 hopi sweeter 1112 sun hotter 0018 joonie cooler 1800 yoongy butter 2323 son unos de los mejores conciertos mañas no se la las elecciones cinematográficas y artísticas son brillantes referencias culturales europeas realmente interesantes ojalá la cultura europea se representara más a menudo tan bellamente no puedo dejar de decir oh esto es hermoso a lo largo del video luz en serio el que se encargue de la iluminación genia,55,1552
11020,2323 linda como sempre 18kissxuno los mortales apreciaban a una mujer tan hermosa  209 elecciones 905 103 culturales 913 🅻🅸🆅🅴 1010 hopi sweeter 1112 sun hotter 0018 joonie cooler 1800 yoongy bgsu butter 2323 son unos de los mejores conciertos mañas no se layt,2323 linda como sempre 18kissxuno los mortales apreciaban a una mujer tan hermosa 209 elecciones 905 103 culturales 913 🅻🅸🆅🅴 1010 hopi sweeter 1112 sun hotter 0018 joonie cooler 1800 yoongy bgsu butter 2323 son unos de los mejores conciertos mañas no se layt,254,11020
11090,beautiful,beautiful,252,10959
11094,beautiful,beautiful,252,10959
11112,wow,wow,89,3009
11113,,nan,17,602
11115,nice ,nice,84,2445
11132,theres an obese rabbit in my neighborhood hes a wild one and nobody knows how he got so big but hes become popular enough that theres a couple slow down for wildlife signs i think hes probably living in a garden or maybe stealing outdoor pet food,theres an obese rabbit in my neighborhood hes a wild one and nobody knows how he got so big but hes become popular enough that theres a couple slow down for wildlife signs i think hes probably living in a garden or maybe stealing outdoor pet food,255,11132
11135,theres an obese rabbit in my neighborhood hes a wild one and nobody knows how he got so big but hes become popular enough that theres a couple slow down for wildlife signs i think hes probably living in a garden or maybe stealing outdoor pet food,theres an obese rabbit in my neighborhood hes a wild one and nobody knows how he got so big but hes become popular enough that theres a couple slow down for wildlife signs i think hes probably living in a garden or maybe stealing outdoor pet food,255,11132
11194,i love this song ,i love this song,77,2225
11196,amazing,amazing,209,8925
11198,this is absolutely stunning i love the voice over there is always something special about watching nature and animals,this is absolutely stunning i love the voice over there is always something special about watching nature and animals,253,11007
11222,,nan,17,602
11225,,nan,17,602
11226,,nan,17,602
11227,,nan,17,602
11269,its official im opening a school like this if im rich when im older or maybe even if im poor i really dont care i just want a school like this,its official im opening a school like this if im rich when im older or maybe even if im poor i really dont care i just want a school like this,256,11269
11274,its official im opening a school like this if im rich when im older or maybe even if im poor i really dont care i just want a school like this,its official im opening a school like this if im rich when im older or maybe even if im poor i really dont care i just want a school like this,256,11269
11360,“the best way to measure your investing success is not by whether you’re beating the market but by whether you’ve put in place a financial plan and a behavioral discipline that are likely to get you where you want to go”,“the best way to measure your investing success is not by whether you’re beating the market but by whether you’ve put in place a financial plan and a behavioral discipline that are likely to get you where you want to go”,85,2463
11364,the amount of work he put into this bypassing and helping me upgrade my grades is unbelivable this is a true masterpiece ,the amount of work he put into this bypassing and helping me upgrade my grades is unbelivable this is a true masterpiece,257,11364
11365,the amount of work he put into this bypassing and helping me upgrade my grades is unbelivable this is a true masterpiece ,the amount of work he put into this bypassing and helping me upgrade my grades is unbelivable this is a true masterpiece,257,11364
11479,lets all appreciate the effort he makes in his videos just so we don’t miss anything and to keep us happy,lets all appreciate the effort he makes in his videos just so we don’t miss anything and to keep us happy,258,11479
11481,lets all appreciate the effort he makes in his videos just so we don’t miss anything and to keep us happy,lets all appreciate the effort he makes in his videos just so we don’t miss anything and to keep us happy,258,11479
11488,im honestly impressed by the time and effort you put into these videos keep it up,im honestly impressed by the time and effort you put into these videos keep it up,259,11488
11492,im honestly impressed by the time and effort you put into these videos keep it up,im honestly impressed by the time and effort you put into these videos keep it up,259,11488
11493,im honestly impressed by the time and effort you put into these videos keep it up,im honestly impressed by the time and effort you put into these videos keep it up,259,11488
11494,im honestly impressed by the time and effort you put into these videos keep it up,im honestly impressed by the time and effort you put into these videos keep it up,259,11488
11496,im honestly impressed by the time and effort you put into these videos keep it up,im honestly impressed by the time and effort you put into these videos keep it up,259,11488
11501,,nan,17,602
11503,,nan,17,602
11507,i love how you guys make it funny in the video its really funny its so entertaining ,i love how you guys make it funny in the video its really funny its so entertaining,260,11507
11508,i love how you guys make it funny in the video its really funny its so entertaining ,i love how you guys make it funny in the video its really funny its so entertaining,260,11507
11510,i love this video ,i love this video,261,11510
11513,we enjoyed this drama but it gets better when you watch our new school channel,we enjoyed this drama but it gets better when you watch our new school channel,262,11513
11514,i love this video ,i love this video,261,11510
11516,1655 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative,1655 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative,36,1052
11517,im impressed by the effort she puts in these videos keep it going bri and be you,im impressed by the effort she puts in these videos keep it going bri and be you,263,11517
11518,1655 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1655 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative,36,1052
11519,thanks bri for making these videos keep up with the good effort ,thanks bri for making these videos keep up with the good effort,264,11519
11520,im impressed by the effort she puts in these videos keep it going bri and be you,im impressed by the effort she puts in these videos keep it going bri and be you,263,11517
11521,2746 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,2746 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative,22,864
11523,thanks bri for making these videos keep up with the good effort,thanks bri for making these videos keep up with the good effort,264,11519
11525,im impressed by the effort she puts in these videos keep it going bri and be you,im impressed by the effort she puts in these videos keep it going bri and be you,263,11517
11536,socks never fail to make my day if i had a bad one,socks never fail to make my day if i had a bad one,265,11536
11544,socks never fail to make my day if i had a bad one,socks never fail to make my day if i had a bad one,265,11536
11547,problems sempre alegrando nossos dias,problems sempre alegrando nossos dias,266,11547
11549,problems sempre alegrando nossos dias,problems sempre alegrando nossos dias,266,11547
11575,hey isy du könntest ja wenn du die millionen geknackt hast ein millionen spezial machen wo du dich vielleicht zeigst…liebe grüße aus österreich ,hey isy du könntest ja wenn du die millionen geknackt hast ein millionen spezial machen wo du dich vielleicht zeigst…liebe grüße aus österreich,267,11575
11582,hey isy du könntest ja wenn du die millionen geknackt hast ein millionen spezial machen wo du dich vielleicht zeigst…liebe grüße aus österreich,hey isy du könntest ja wenn du die millionen geknackt hast ein millionen spezial machen wo du dich vielleicht zeigst…liebe grüße aus österreich,267,11575
11595,1422 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1422 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative,21,863
11622,deus nunca disse que a jornada seria fácil mas ele disse que a chegada valeria a pena sucesso pra geral que leu esse comentário tenho um canal quem poder dá uma força la edit não estou mendigando você não é obrigado a ajudar,deus nunca disse que a jornada seria fácil mas ele disse que a chegada valeria a pena sucesso pra geral que leu esse comentário tenho um canal quem poder dá uma força la edit não estou mendigando você não é obrigado a ajudar,268,11622
11641,sb737 i’ve been following you since 2017 each video shows massive amount of dedication and time even if it’s not minecraft still love the work and effort,sb737 i’ve been following you since 2017 each video shows massive amount of dedication and time even if it’s not minecraft still love the work and effort,269,11641
11642,sb737 i’ve been following you since 2017 each video shows massive amount of dedication and time even if it’s not minecraft still love the work and effort,sb737 i’ve been following you since 2017 each video shows massive amount of dedication and time even if it’s not minecraft still love the work and effort,269,11641
11664,quem está lendo o comentário que deus te abençoe e ilumine sempre seu dia ,quem está lendo o comentário que deus te abençoe e ilumine sempre seu dia,270,11664
11666,deus nunca disse que a jornada seria fácil mas ele disse que a chegada valeria a pena sucesso pra geral que leu esse comentário tenho um canal quem poder dá uma força la edit não estou mendigando você não é obrigado a ajudar,deus nunca disse que a jornada seria fácil mas ele disse que a chegada valeria a pena sucesso pra geral que leu esse comentário tenho um canal quem poder dá uma força la edit não estou mendigando você não é obrigado a ajudar,268,11622
11677,fajny odcinek,fajny odcinek,271,11677
11733,quem está lendo o comentário que deus te abençoe e ilumine sempre seu dia ,quem está lendo o comentário que deus te abençoe e ilumine sempre seu dia,270,11664
11737,fajny odcinek,fajny odcinek,271,11677
11756,3425 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,3425 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative,21,863
11757,5237 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,5237 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative,22,864
11759,3435 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,3435 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative,34,1008
11761,2754 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,2754 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative,22,864
11763,give me 25 cents every time he says now and ill be a millionaire,give me 25 cents every time he says now and ill be a millionaire,272,11763
11765,great vid bro keep up the great content,great vid bro keep up the great content,273,11765
11767,great vid bro keep up the great content,great vid bro keep up the great content,273,11765
11768,give me 25 cents every time he says now and ill be a millionaire,give me 25 cents every time he says now and ill be a millionaire,272,11763
11774,miłego oglądania,miłego oglądania,274,11774
11776,fajny odcinek ,fajny odcinek,271,11677
11783,ciao sbriser video bellissimo secondo me ive indossa un berretto  ps sei il mio youtuber preferito,ciao sbriser video bellissimo secondo me ive indossa un berretto ps sei il mio youtuber preferito,275,11783
11787,ciao sbriser,ciao sbriser,276,11787
11790,ciao sbriser video bellissimo secondo me ive indossa un berretto  ps sei il mio youtuber preferito,ciao sbriser video bellissimo secondo me ive indossa un berretto ps sei il mio youtuber preferito,275,11783
11792,ciao sbriser,ciao sbriser,276,11787
11794,im honestly impressed by the time and effort you put into these videos keep it up,im honestly impressed by the time and effort you put into these videos keep it up,259,11488
11796,i had the same idea using a skulk sensor for a secret base entrance i used it at a mountain and put it at a spot where you can get to the door in time but the pistons dont activate it nice job with yours,i had the same idea using a skulk sensor for a secret base entrance i used it at a mountain and put it at a spot where you can get to the door in time but the pistons dont activate it nice job with yours,277,11796
11797,i had the same idea using a skulk sensor for a secret base entrance i used it at a mountain and put it at a spot where you can get to the door in time but the pistons dont activate it nice job with yours,i had the same idea using a skulk sensor for a secret base entrance i used it at a mountain and put it at a spot where you can get to the door in time but the pistons dont activate it nice job with yours,277,11796
11798,i had the same idea using a skulk sensor for a secret base entrance i used it at a mountain and put it at a spot where you can get to the door in time but the pistons dont activate it nice job with yours,i had the same idea using a skulk sensor for a secret base entrance i used it at a mountain and put it at a spot where you can get to the door in time but the pistons dont activate it nice job with yours,277,11796
11801,i had the same idea using a skulk sensor for a secret base entrance i used it at a mountain and put it at a spot where you can get to the door in time but the pistons dont activate it nice job with yours,i had the same idea using a skulk sensor for a secret base entrance i used it at a mountain and put it at a spot where you can get to the door in time but the pistons dont activate it nice job with yours,277,11796
11823,whoevers reading this i pray that whatever youre going through gets better and whatever youre struggling with or worrying about is going to be fine and that everyone has a fantastic day amen,whoevers reading this i pray that whatever youre going through gets better and whatever youre struggling with or worrying about is going to be fine and that everyone has a fantastic day amen,158,5005
11825,1350 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1350 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative,22,864
11841,,nan,17,602
11865,5820 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,5820 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative,34,1008
11867,4111 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,4111 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative,21,863
11873,for the first glitch there is an easier way put any leaves on jungle leaves and then just look through the top leaves,for the first glitch there is an easier way put any leaves on jungle leaves and then just look through the top leaves,91,3098
11874,a more effective way for villagers to return at night is an automatic bell alarm using night sensors with linked with a timer that rings thrice it kinds of really reminds me of a clock that has curfew regulations,a more effective way for villagers to return at night is an automatic bell alarm using night sensors with linked with a timer that rings thrice it kinds of really reminds me of a clock that has curfew regulations,92,3099
11875,there has to be a factory that generates these ideas consistent uploads each with completely different topics woah ,there has to be a factory that generates these ideas consistent uploads each with completely different topics woah,93,3100
11876,that glass panebeacon thing was neat i liked that though i find beacon beams kind of unsightly in general i kind of wish you could have the boosted effect without the beam i know vanilla tweaks has a resource to have them be invisible to me but that doesnt mean everyone isnt seeming my base just surrounded in beams maybe they could make tinted glass function as a beam nullifier while still maintaining effects thatd be nice,that glass panebeacon thing was neat i liked that though i find beacon beams kind of unsightly in general i kind of wish you could have the boosted effect without the beam i know vanilla tweaks has a resource to have them be invisible to me but that doesnt mean everyone isnt seeming my base just surrounded in beams maybe they could make tinted glass function as a beam nullifier while still maintaining effects thatd be nice,94,3101
11877,ive been using the door trick for years had a base entrance that used it once only problem is since they added crawling if you dont time it right you get sandwiched under the top block of the door,ive been using the door trick for years had a base entrance that used it once only problem is since they added crawling if you dont time it right you get sandwiched under the top block of the door,95,3102
11878,343 well its actually smart to carry around doors in case you want to mine underwater and you dont have respiration and aqua affinity on your helmet,343 well its actually smart to carry around doors in case you want to mine underwater and you dont have respiration and aqua affinity on your helmet,96,3103
11879,this was an incredible video i didnt know about glass instead of dead coral fan or mud for sugar cane thank you so much,this was an incredible video i didnt know about glass instead of dead coral fan or mud for sugar cane thank you so much,97,3104
11880,idk why people dont place the glass in sugar cane farms above the water it prevents items from falling there and it can save a few hoppers,idk why people dont place the glass in sugar cane farms above the water it prevents items from falling there and it can save a few hoppers,98,3105
11881,i started using mud for sugar cane purely for aesthetics didnt realize it had other uses for sugar cane farms,i started using mud for sugar cane purely for aesthetics didnt realize it had other uses for sugar cane farms,99,3106
11882,this man is a genius he never runs out of ideas lol,this man is a genius he never runs out of ideas lol,100,3107
11892,we enjoyed this drama but it gets better when you watch our new school channel,we enjoyed this drama but it gets better when you watch our new school channel,262,11513
11894,2858 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,2858 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative,21,863
11903,im honestly impressed by the time and effort you put into these videos keep it up,im honestly impressed by the time and effort you put into these videos keep it up,259,11488
11904,im honestly impressed by the time and effort you put into these videos keep it up,im honestly impressed by the time and effort you put into these videos keep it up,259,11488
11906,im honestly impressed by the time and effort you put into these videos keep it up,im honestly impressed by the time and effort you put into these videos keep it up,259,11488
11907,does anybody wonder how long it takes for them to make the different maps on minecraft like the rainbow land,does anybody wonder how long it takes for them to make the different maps on minecraft like the rainbow land,278,11907
11909,she always makes her videos funny entertaining and inspiring,she always makes her videos funny entertaining and inspiring,279,11909
11910,she always makes her videos funny entertaining and inspiring,she always makes her videos funny entertaining and inspiring,279,11909
11912,does anybody wonder how long it takes for them to make the different maps on minecraft like the rainbow land,does anybody wonder how long it takes for them to make the different maps on minecraft like the rainbow land,278,11907
11916,miłego oglądania,miłego oglądania,274,11774
11933,one of the best thing about dude is that he never takes credit for himself when he achieves something he always respect us the audience and his team and he is always polite in all of his videos we congratulate ourselves on this achievement more to come and everything to come ,one of the best thing about dude is that he never takes credit for himself when he achieves something he always respect us the audience and his team and he is always polite in all of his videos we congratulate ourselves on this achievement more to come and everything to come,11,31
11936,one of the best thing about dude is that he never takes credit for himself when he achieves something he always respect us the audience and his team and he is always polite in all of his videos we congratulate ourselves on this achievement more to come and everything to come ,one of the best thing about dude is that he never takes credit for himself when he achieves something he always respect us the audience and his team and he is always polite in all of his videos we congratulate ourselves on this achievement more to come and everything to come,11,31
11941,one of the best thing about dude is that he never takes credit for himself when he achieves something he always respect us the audience and his team and he is always polite in all of his videos we congratulate ourselves on this achievement more to come and everything to come ,one of the best thing about dude is that he never takes credit for himself when he achieves something he always respect us the audience and his team and he is always polite in all of his videos we congratulate ourselves on this achievement more to come and everything to come,11,31
11945,1027 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1027 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative,22,864
11952,cool,cool,12,167
11963,i respect to everyone who were involved in this seriously the best piece that i ve ever seen on youtube hats off to well all love your videos ,i respect to everyone who were involved in this seriously the best piece that i ve ever seen on youtube hats off to well all love your videos,23,877
11964,i respect every one who were involved in this seriously the best piece that ive ever seen on youtube hats off to well all love your videos ,i respect every one who were involved in this seriously the best piece that ive ever seen on youtube hats off to well all love your videos,24,878
11965,one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,25,879
11966,lets take the moment to appreciate how much effort he puts into the content for us ,lets take the moment to appreciate how much effort he puts into the content for us,26,880
11967,one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,25,879
11968,one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,25,879
11969,one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,25,879
11970,one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,25,879
